scenario,ambition_grassland,ambition_organic,ambition_peatland_lo,ambition_peatland_up,ambition_silvoa,ambition_silvop,ambition_woodland,ambition_woodpa,gwp_rel,food_rel,birds_rel
113,0.1943776270168766,0.7065012612498518,0.9953170521184802,0.8005260932259262,0.24203027681654887,0.02700162154593184,0.06596025872777886,0.19481450821605353,0.17606038766765533,0.5780188088147955,1.0993673686895202
114,0.13404002712523533,0.04774237563274829,0.8610894931480289,0.8664623447693884,0.0021777553790950778,0.192917439120128,0.07872488283601137,0.2931020389535147,0.23326544467820887,0.8449088097048554,1.0685854681240885
115,0.1457910039747339,0.03468521848051971,0.30446101538836956,0.4969543810002506,0.11408855497164719,0.11402867102418279,0.061502188489159684,0.5951171427732345,0.19257126866928484,0.7937455404243189,1.02288626543681
116,0.21252369092394932,0.08863689112110035,0.5346987161319703,0.5502298837527633,0.05812740280010224,0.0796269472648196,0.0623591816433616,0.1622363024559528,0.4678654189454489,0.8324379418998792,1.0443289256547823
117,0.08549724020858633,0.3137251181724823,0.19314805790781975,0.35992009146139026,0.744497276269249,0.11528808008639643,0.04246001965759841,0.08234280406974284,0.5314116645474636,0.7597456074752775,1.0012447986606712
118,0.013418234859957029,0.5861951070366106,0.2912713587284088,0.9660679756198078,0.031483590144388805,0.32421070289032833,0.045315803915494605,0.07480316719288452,0.5563334162193558,0.8304710863518658,1.0313404443107623
119,0.07609286340223015,0.1205778865471473,0.6507024604361504,0.4566570052411407,0.24173600233454934,0.19578416468280288,0.2825784574765754,0.11415756797062147,-0.23761159194497547,0.773403792171983,1.0939828373894693
120,0.3852860351863707,0.16088178474485051,0.8300878228619695,0.06778459460474551,0.0022874680120214047,0,0.3049153356807466,0.6201785115841032,-0.8533066615555427,0.20458994388216484,1.0963105095750205
122,0.03749194734982918,0.07703300473408675,0.5836391269695014,0.6393220040481538,0.0031277341475954065,0.1500084587887409,0.03578486855165286,0.12520310467420911,0.6555664494354118,0.9319373185113142,1.033508648679614
123,0.19774718257618423,0.09266142891291328,0.655121497111395,0.9719705996103585,0.4263517633048035,0.02964087112320789,0.21340082786167383,0.24160760572453635,-0.2165045107052373,0.6603607567542469,1.0667040616013983
124,0.345162931015726,0.0196437608440136,0.2692003850825131,0.6977901158388704,0.6774993502188615,0.4895390373196085,0.05225496417844299,0.1475758953153147,0.18946278216985124,0.6124295342724311,0.9986506102873098
125,0.265786114639621,0.05177218392781736,0.6361739900894463,0.6866431059315801,0.35477079069757017,0.046965071009423626,0.2271549203008108,0.005897443058314652,-0.09504975671736969,0.6762144977407706,1.0810036468961226
126,0.006193407557584296,0.6842563277130812,0.4357022165786475,0.5799475198145956,0.31417789999424733,0.09261911524885696,0.03753243396531159,0.18668349177925422,0.5263467989222274,0.78857471556452,1.0378614149228562
127,0.3684563136281792,0.053294169084311754,0.38572017452679574,0.7391632602084428,0.15784279493124534,0.35354234432676096,0.00586152980614787,1.5296303365042472e-4,0.5456076134211854,0.7596942879427794,1.0216469901346021
128,0.041293115543119194,0.02379522362110036,0.35946134431287646,0.7977516583632678,0.3103173893575892,0.2619415771776798,0.26961250907023826,0.22408174741995437,-0.22439002568567556,0.7923687047532264,1.0589895972813708
129,0.23000566259029573,0.5488452861335135,0.9425587092991918,0.22149416175670922,0.13662904486616018,0.25157487655919863,0.11600711283988127,0.2184430258204864,-0.013158626050135895,0.5798376289542733,1.1085745406709118
130,0.18272153794541368,0.04551644764922345,0.3251900009345263,0.9195176491048187,0.01076277952821315,0.2523166758377944,0.26182070248484746,0.006372375735899806,-0.0842866061126774,0.8004926860129591,1.0804036312472889
131,0.4073532196220413,0.36790150436277796,0.8013029214926064,0.5588670775759965,0.39835645621200333,0.25143960630138423,0.08048119507068523,0.485787396240738,-0.28153678285579664,0.35497629691861843,1.0458586046206564
132,0.25091111756539564,0.0023376513432947633,0.449594245525077,0.016992872348055243,0.427046554495136,0.26893486924250737,0.14880759051931913,0.09398907375029719,0.17182025394519337,0.710221565601076,1.0471587096182322
133,0.047030165135334624,0.22565012089536882,0.178952575661242,0.9164372845552862,0.2671939098833366,0.604118196367531,0.05609608112853335,0.009751509448951087,0.47649927834813166,0.8777226452193875,1.0196793005554372
134,0.03971175869659451,0.4368414833293045,0.41972779761999846,0.4925497635267675,0.4175259918779634,0.0016240405409910163,0.6666192800217807,0.07019708672027947,-1.4159508802245833,0.4163964889924996,1.1007814488944083
136,0.3195042732332842,0.058250523328713145,0.5759580279700458,0.9698542361147702,0.020963831104356432,0.11233123607139053,0.432792414329856,0.23616737619878897,-0.9349133302258438,0.4460615791344295,1.1111238931128233
138,0.1605807198013193,0.3705623462717903,0.6138758915476501,0.6743515774141997,0.040445834674542575,0.011859543514935284,0.1633571702229079,0.045231687584037686,0.21973140293271126,0.7680514566038428,1.0886746064000945
139,0.02529502219357251,0.0035058580169250197,0.9513178837951273,0.9234508513472974,0.11236141149246968,0.04193019194532513,0.29098683597853614,0.31558752241423055,-0.41175852556006426,0.7957399845406529,1.1118202737026615
140,0.14464759154538454,0.0187286413681382,0.5853048032149673,0.5658559477888048,0.1579652519479093,0.1608645494712765,0.18596899248056384,0.18571591489661107,0.04880334152551916,0.8023360437153757,1.0725829159037457
